,index,content,score,sentiment,preprocessed
2620,422,"Verifikasi KYC lv. 1 nya lama banget seminggu lebih gak kayak aplikasi sebelah macam PINTU, ZIPMEX yg ontime bikang 2x24 jam ya 2x24 jam. Saya kecewa. Padahal uda pengen banget transaksi. Tolong diimprove lagi ya. Trims.",1,negative,verifikasi kyc lv banget minggu kayak aplikasi belah pintu zipmex ontime bikang jam jam kecewa banget transaksi tolong diimprove terima kasih
2621,1688,Kapan nih konvesi saldo kecil normal lagi ?? Kasih dua dulu kalou udah normal baru tambah,2,negative,nih konvesi saldo normal kasih kalou normal
2622,1779,"Maaf kenapa berkali kali gagal tranfer krypto ke akun binance saya dan tolong permudah penarikan, tanpa harus pakai google authenticator.",2,negative,maaf gagal tranfer krypto akun binance tolong mudah tari pakai google authenticator
2623,2639,Kpd dev.. Tolong untuk konversi saldo kecil ke TKO di adain lagi dong... Soalnya bagi kami 5k-7k juga berharga.,3,negative,dev tolong konversi saldo tko adakan harga
2624,2319,"aplikasi tidak bisa di akses, selalu berhenti ketika mau login. tolong solusinya yaa. terimakasih",3,negative,aplikasi akses henti login tolong solusi terima kasih
2625,637,"bodat memang ini aplikasi ga di web atau di app'nya burik betul , TES LIVENESS salah 3x gagal ga bisa di ulang !!!! MUKE GILE LU NYET !!!! LUNO,BINANCE WALLET,COINBASE,TRUSTWALLET GAMPANG SEKALI !!! INI MAU DAFTAR DI BIKIN SUSAH , BUSUK !!! AUTO UNINSTALL !!!!",1,negative,monyet aplikasi web app burik tes liveness salah gagal ulang muka gila monyet luno binance wallet coinbase trustwallet gampang daftar bikin susah busuk auto uninstall
2626,1278,"Kyc gak berhasil, padahal nomer ktp udah bener, ada keterangan nik tdk terdaftar, ya sudahlah, gak jadi instal",2,negative,kyc hasil nomer kartu tanda duduk terang nik daftar instal
2627,1640,"Sdh berhari2 kirim identifikasi, tpi blm jg ada konfirmasi.",2,negative,kirim identifikasi konfirmasi
2628,509,"Penarikan koin untuk lintas aplikasi lama contoh nya saya ke indodax , dan belum di proses selama 3 hari , saya saranin jangan di download ini aplikasi kurang recomended",1,negative,tari koin lintas aplikasi contoh indodax proses saran unduh aplikasi recomended
2629,597,"Kenapa setiap sell tidak bisa 100%? Selalu ada saldo mengendap, di akun saya mengendap 200 ribuan.. itu kalo dikali 100 orang lumayan loo.. tolong diperbaiki lagi",1,negative,sell saldo endap akun endap ribu lumayan lo tolong
2630,2712,Kenapa update malah kacau??? Harga di bagian jual beli ga update. Parahhhh,3,negative,kacau harga jual beli parahhhh
2631,2634,Udah 1 hari tapi kok masih mengirim identifikasi ya? Sementara bintang 3 dulu.,3,negative,kirim identifikasi bintang
2632,2364,"Saya kasih bintang 3, karena tidak ada penarikan ke bank BTPN JENIUS.. mohon kepada pihak TOKOCRYPTO, tambahlan penarikan ke bank BTPN JENIUS, karena fee indodax mahal,, jika di TKO ada BTPN, pasti saya migrasi sepenuhnya ke TKO..",3,negative,kasih bintang tari bank btpn jenius tokocrypto tambahlan tari bank btpn jenius fee indodax mahal tko btpn migrasi sepenuh tko
2633,2643,"Baru update malah g bs buka, loading terus....",3,negative,buka loading
2634,518,Sangat buruk untuk lamanya proses kyc Niat mau daftar supaya dapat 3tko. Daftar dari tgl 20 september 2021 Di acc tadi siang tgl 26 september 2021 Al hasil tidak dapat apapun.. Sangat buruk,1,negative,buruk proses kyc niat daftar tko daftar tanggal september acc siang tanggal september al hasil buruk
2635,2793,Heello minta tolong dong di tambahin fitur verifikasi mengunakan SIM dikarnakan KTP sya belum jadi treimakasih,3,negative,heello tolong fitur verifikasi sim dikarnakan kartu tanda duduk treimakasih
2636,573,Ga bisa konfirmasi data diri 1. Data anda tidak terdaftar di dukcapil padahal saya pake KTP asli 2. Di ulangi lagi katanya jaringan eror padahal sinyal saya ngaceng alias kenceng di pake di aplikasi lain lancar jaya,1,negative,konfirmasi data data daftar dukcapil pakai kartu tanda duduk asli ulang jaring eror sinyal ngaceng alias kencang pakai aplikasi lancar jaya
2637,2725,Hp hilang mau login lg susah bgt.sudah minta reset autentikator goegle sama no hp blm ada tanggapan🤔🤔🤔,3,negative,handphone hilang login susah banget reset autentikator goegle no handphone tanggap
2638,1097,"Bug, sudah diubah ke dalam bahasa Indonesia tapi masih berbahasa Inggris. Verifikasi lama, sudah 2 minggu belum terverifikasi.",2,negative,bug ubah bahasa indonesia bahasa inggris verifikasi minggu verifikasi
2639,1947,Ini nunggu berapa tahun langi anying ? Identifikasi otentikasi nya lama banget . Gimana mau naruh deposit njir.,2,negative,tunggu tahun langi anjing identifikasi otentikasi banget naruh deposit anjir
2640,1448,Bagus. Cuma kalau jual koin pas harga tinggi lama banget prosesnya pernah sampe setengah hari. Mesti dicancel dulu. Jadi Rugi banget. Duh,2,negative,bagus jual koin pas harga tinggi banget proses tengah mesti dicancel rugi banget aduh
2641,1584,"Hi min, saya top up tp tidak masuk saldonya ya, hal itu kenapa ya ?. Mohon advisenya",2,negative,hi min top up saldo advisenya
2642,2596,"Saldo hasil undang teman menghilang tiba tiba setelah melakukan setoran. Nanya ke dukungan tida ada jawaban, eh malah di suruh penilaian. Aneh 😏",3,negative,saldo hasil undang teman hilang setor dukung eh suruh nilai aneh
2643,964,"Semua penarikan coin dan idr sekarang ribet dan lama. Harus chat live, ngisi data.",1,negative,tari coin rupiah ribet chat live isi data
2644,1018,Makin di update kesini semakin lelet aplikasi nya,2,negative,kesini lelet aplikasi
2645,2908,Maaf min saya udah ngirim kode verifikasi dan udah diiisi dengan tapi bacaannya kok kode undangan salah? Mohon balasannya min,3,negative,maaf min kirim kode verifikasi diiisi baca kode undang salah balas min
2646,358,Kecewa aahh . Baru kali ini trx aset sampe nyangkut 2 hari di blockchainnya. Akibatnya tidak bisa melakukan withdraw atau send aset.😌😌 tolonglah di perbaiki sistemnya .,1,negative,kecewa ah trx aset blockchainnya akibat withdraw send aset tolong sistem
2647,736,Untuk transaksi coinnya sangat payah dan mahal minimal 10 dollar untuk usdt dan 20rb rupiah untuk bidr dan untuk menjual koin selalu ada sisa dan gk bisa di jual semua ini sangat payah sih,1,negative,transaksi coinnya payah mahal minimal dolar usdt ribu rupiah bidr jual koin sisa jual payah sih
2648,1784,"Mengapa verifikasi sangat lama ? Saya sudah lama menunggu verifikasi tapi tidak ada jawaban apapun,mohon bantuannya🙏",2,negative,verifikasi tunggu verifikasi bantu
2649,1608,Saya sulit Untuk melakukan Log in Padahal Paswort Dan Email Suda Benar ...Ada Apa ini ? Suda di Update Unistal lalu Downlowd lAgi Ttp saja Sama,2,negative,sulit log in paswort email unistal downlowd
2650,259,tidak aman...aplikasi lambat dalam merespo n pengguna baru saat pendaftaran.. wd yg lambat..emang untuk instan order menang lah..tapi lebih banyak kekurangan yg saya hadapi..mendg indodax walau instant order nya agak mahal,1,negative,aman aplikasi lambat merespo daftar wd lambat instan order menang mendg indodax instan order mahal
2651,2771,saya narik saldo jam 20.45 kok masih belum masuk sampai saat ini ( jam 1 malam ),3,negative,tarik saldo jam jam malam
2652,2642,tolong untuk sediakan tp dan sl biar bisa tp otomatis,3,negative,tolong sedia sl biar otomatis
2653,2742,"Punya saya udah 3hari belum di proses,tapi punya teman baru daftar langsung di proses,,,gak adil ini namanya",3,negative,proses teman daftar proses adil nama
2654,2383,Tolong perbaiki jaringan (ngefreez mulu) juga perbaiki untuk di tiadakan saldo kecilnya..lancar jaya tko,3,negative,tolong jaring ngefreez mulu tiada saldo lancar jaya tko
2655,1029,Kenapa skg Jadi otomatis berubah2 di menu jual atau beli... kyk disangaja banget... misal mau ketik 30rb. Pada saat mau di ketik otomatis berubah jdi harga skg jadi losss,2,negative,otomatis ubah menu jual beli kayak disangaja banget ketik ribu ketik otomatis ubah harga losss
2656,2408,"Masih ada bug untuk OS Android one, ngk bisa full screen",3,negative,bug os android one full screen
2657,969,kok saya deposit jadi idr dan ga bisa buat beli aset cripto tolong pencerahannya admin.. ke live chat juga ga tau.,1,negative,deposit rupiah beli aset cripto tolong cerah admin live chat tau
2658,2990,"Min tolong proses identifikasi otentifikasi nya di percepat Uda 4 hari terikirum tapi belum terkonfirmasi, mohon pelayanan nya min",3,negative,min tolong proses identifikasi otentifikasi cepat terikirum konfirmasi layan min
2659,819,Reset kode authenticator nya ribet parah,1,negative,reset kode authenticator ribet parah
2660,2716,"Saya baru di sini, berapa lama sih identifikasi ID nya ? Mungkin keamanan nya sangat ketat kali yah.... 3 bintang dulu deh",3,negative,sih identifikasi id aman ketat bintang deh
2661,2325,"Kesulitan Dalam pengiriman verifikasi sms untuk masuk ke akun, padah status berhasil terkirim tetapi tidak ad masuk sms nya?",3,negative,sulit kirim verifikasi sms akun padah status hasil kirim sms
2662,456,"Saya kasih rating 1 bintang,karena setiap mengadakan event,selalu lambat reward nya,saya sangat kecewa di tambah lagi kuota terbatas sangat mengerikan Terima kasih!",1,negative,kasih rating bintang event lambat reward kecewa kuota batas keri terima kasih
2663,462,"Sangat di sayangkan sekali..semakin kesini semakin sulit pengguananya..mau widraw saja susahnya ,yg bikin sulit di kode otentikasi google,,padahal semua kode sudah benar namun tetap saja di salahkan..kalo ada mines bintang q kasih mines ni bintang",1,negative,sayang kesini sulit pengguananya widraw susah bikin sulit kode otentikasi google kode salah mes bintang kasih mes nih bintang
2664,2344,"Kode OTP SMS susah masuk, berkali2 padahal udah ngirim nya, tolong dong kendala nya diperbaiki",3,negative,kode otp sms susah kirim tolong kendala
2665,2688,Walletnya lg eror kah? Kok ga update sesuai harga koin kripto. Serius nih...,3,negative,walletnya eror kah sesuai harga koin kripto serius nih
2666,381,"Sering terjadi gangguan saat setoran dan penarikan atau transfer, penanganan sangat lama sekali untuk masalah simple seperti itu, sehingga saya banyak mengalami kerugian diakibatkan kehilangan momentum saat ingin trading di binance futures. Penanganan masalahnya sampah, tidak ada kemajuan",1,negative,ganggu setor tari transfer tangan simple alami rugi akibat hilang momentum trading binance tangan sampah maju
2667,1891,"Yang diperdagang kan masih Kurang Lengkap, tolong segera dilengkapi..trims",2,negative,dagang lengkap tolong lengkap terima kasih
2668,1832,Aku coba dulu ya tar kalo penjualan nya bangus dan cepat aku tambah bintang 👍,2,negative,coba tar jual bangus cepat bintang
2669,2308,"Kenapa fitur konferensi saldo kecil ke TKO tidak bisa lagi, padahal itu fitur yang sangat berguna.",3,negative,fitur konferensi saldo tko fitur
2670,1506,Coin kecil pada nyangkut ga bisa d konversi.. Bengek lah....,2,negative,coin konversi bengek
2671,805,"Uninstal! Proses verifikasi tidak jelas kelanjutannya, terlalu lama! Mohon data saya dihapus saja, karena saya tidak mau data saya dipakai untuk keuntungan anda!",1,negative,uninstal proses verifikasi data hapus data pakai untung
2672,2438,Mw login lama loadingnya. Tolong diperbaiki lagi,3,negative,mw login loadingnya tolong
2673,756,"register susah sekali, selalu kembali ke awal sdh upload KTP dengan ukuran yang di minta, selalu kembali ke Awal, capek ngetik bio dari awal terus.",1,negative,register susah unggah kartu tanda duduk ukur cape etik bio
2674,2515,Hp saya tidak bisa membuka aplikasi tokocrypto tapi download bisa tapi pas mau buka tidak bisa,3,negative,handphone buka aplikasi tokocrypto unduh pas buka
2675,1253,Saat melakukan deposit sangat lah mudah namun ketika untuk penarikan sangat lah tidak mudahhh🖕aflikasi jancukkkkkk,2,negative,deposit mudah tari mudahhhaflikasi jancukkkkkk
2676,869,"Cie ulasannya di hapus,,jd pengelola apk jangan mau menang sendiri,jelas2 memang banyak nahan akses keluar,kirim XLM stellar ke PK lain aja gak bisa,,tp nerima bisa,, aneh",1,negative,ulas hapus kelola menang tahan akses kirim xlm stellar terima aneh
2677,2064,"Maaf, sekarang app tokocrypto lambat sekali...tiap beli, koin gak langsung masuk jadi gak bisa dipasang jual..kalo jual, dana gak langsung masuk jadi gak bisa dipake beli lagi...kalo dipake trading resiko rugi besar sekali gara2 ini",3,negative,maaf app tokocrypto lambat beli koin pasang jual jual dana pakai beli pakai trading risiko rugi gara
2678,1410,"Di update malah ga bisa daftar, peebaiki bug nya tuh",2,negative,daftar peebaiki bug
2679,2360,kasih bintang 3 dulu soalnya saya mw identifikasi otentikasinya kok gk bisa ya tiap mw upload ktp pasti aplikasinya terhenti tiba2,3,negative,kasih bintang mw identifikasi otentikasinya mw unggah kartu tanda duduk aplikasi henti
2680,2287,"Setiap isi identitas padahal sudah benar, masih blm bisa. ""pengiriman kyc salah"" jadi sampai saat ini blm bisa verifikasi",3,negative,isi identitas kirim kyc salah verifikasi
2681,2858,Tolong dong update terbarux lagi tambahkan fitur live chat,3,negative,tolong terbarux fitur live chat
2682,1173,"Setelah maintenance setiap mau beli atau jual saya mendapat info ""kesalahan penguraian jaringan"" sehingga saya tidak bisa menjual ataupun beli. Tolong solusinya krn usdt saya dan koin saya jadi 0 walaupun kalau dilihat di dompet ada nominalnya. Terima kasih",2,negative,maintenance beli jual info salah urai jaring jual beli tolong solusi usdt koin dompet nominal terima kasih
2683,542,"aplikasi ini ,benar gak sih yang benar aja data data masuk giliran verivikasi masak di tolak terus ,aplikasi gak beres ini awas data saya di salah gunakan ,terus minta bintang berapa,",1,negative,aplikasi sih data data gilir verivikasi masak tolak aplikasi beres awas data salah bintang
2684,2104,Withdraw mentang mentang jam 20. Gak langsung masuk. Kalau lagi BU berat. Gak bisa diajak rusuh ni apk. Gue pakai lu karena binance ajah. Selain karena itu gak ada yang special dari aplikasi dan sistem nya,3,negative,withdraw mentang mentang jam bu berat ajak rusuh nih gue pakai binance spesial aplikasi sistem
2685,1255,Tolong perbaiki lagi di saat rekam wajah hasilnya slalu buram padahal kamera bagus.,2,negative,tolong rekam wajah hasil buram kamera bagus
2686,1766,dah bagus.. cumen yg buat binggung habis jual beli coin.. kok gk kejual 100%..,2,negative,bagus cumen binggung habis jual beli coin jual
2687,1765,"Konversi saldo kecil dihentikan, sangat mengecewakan.",2,negative,konversi saldo henti kecewa
2688,1289,Sekarang bug banget.. parah tolong dong perbaikan.. kalau kaya gini terus nanti banyak pindah ke sebelah,2,negative,bug banget parah tolong kayak pindah belah
2689,2421,"Kenapa harus melewati 3 jenis verifikasi pada saat penarikan crypto, itu susah sekali dilakukan dalam waktu yang sangat singkat.",3,negative,jenis verifikasi tari crypto susah waktu singkat
2690,2527,Tolong dong untuk konversi ke saldo kecil nya di benerin biar tidak banyak user yang komplain. Semoga ke depan TKO menjadi nomor 1 di Indonesia.,3,negative,tolong konversi saldo biar komplain moga tko nomor indonesia
2691,1343,"Saat mau verifikasi, unggah foto dll, aplikasi berhenti!!",2,negative,verifikasi unggah foto aplikasi henti
2692,1525,"Parah banget event bulan Mei belum landing""malah di perbanyak event baru. Landing kagak",2,negative,parah banget event mei landing event landing
2693,2894,Tdk bisa konversi saldo kecil. Kenapa itu? Perbaiki dong.,3,negative,konversi saldo
2694,2686,"Kenapa saya selalu gagal di self identification, gagalnya di foto selfie, selalu eror dan laporan app terhenti",3,negative,gagal self identification gagal foto swafoto eror lapor app henti
2695,2194,Kenapa gk bisa verifikasi email pemberitahuannya kode undangan salah padahal bener itu yang dikirim ke email udh coba 4 sampe 5 kali tetep gk bisa,3,negative,verifikasi email pemberitahuannya kode undang salah kirim email coba
2696,2420,Susah pencairan nya harus aktifkan 2fa padahal sudah sy aktifkan tetep ga bisa mohon bantuannya kalo dah bisa bintang 5 jangan terlalu d persulit pencairan dananya,3,negative,susah cair aktif fa aktif bantu bintang sulit cair dana
2697,1677,fee deposit E-wallet mahal harusnya tentukan aja berapa. bukan 2% deposit,2,negative,fee deposit wallet mahal deposit
2698,1286,"Kenapa susah dan lama sekali untuk identifikasi datanya? Sudah lewat 1 Minggu belum dikabari, jadi ga bisa dipake...😭",2,negative,susah identifikasi data minggu kabar pakai
2699,435,"Apps sering log out, reward staking / lock TKO tidak menarik, benefitnya kecil + harga koin sudah beberapa bulan selalu turun dan makin turun. Tidak ada event yang bisa pump koin TKO sama sekali dari apps ini, jadi saran saya jangan pernah beli TKO dan gunain ini Apps, mending pakai exchange lainnya aja 😌",1,negative,apps log out reward staking lock tko tarik benefitnya harga koin turun turun event pump koin tko apps saran beli tko apps mending pakai exchange
2700,1727,saya sudah mengirim form reset google authenticator dan belum di respon tolong secepatnya proses min sudah 2x24jam,2,negative,kirim borang reset google authenticator respon tolong cepat proses min xjam
2701,237,"Beda dengan indodax, limit order disini dikenain fee juga, beli sand nge pas sin biar volume nya 10, eh pas mau dijual ga bisa, karena kena fee, volume jadi berkurang. Payah. Masa kudu topup lagi biar beli sand minimal 10 volume lagi. Baru bisa ke jual itu sand gua. SCALPING ga cocok pake aplikasi ini",1,negative,beda indodax limit order dikenain fee beli sand nge pas sin biar volume eh pas jual fee volume payah top up biar beli sand minimal volume jual sand gue scalping cocok pakai aplikasi
2702,2347,Benar-benar lama identifikasinya...sampai sekarang belum lulus aja. Sangat lambat respon,3,negative,identifikasi lulus lambat respon
2703,109,"Nyesel isi saldo penarikan susah, pakai google authentic kodenya salah melulu padahal udah sesuai, maaih jauh sama binance isi saldo sama narik gampang, dahlah iklasin aja untung sedikit",1,negative,sesal isi saldo tari susah pakai google authentic kode salah melulu sesuai binance isi saldo tarik gampang dah iklasin untung
2704,2274,"Semua fitur berjalan dgn baik,hanya 1 fitur yg sangat2 penting malah terkesan di sengaja hentikan, FITUR KONVERSI ASET KECIL KE TKO itu sangat penting",3,negative,fitur jalan fitur kes sengaja henti fitur konversi aset tko
2705,163,"Penambahan IDR yang semula BIDR cuma alasan untuk nambahin fee yg harus kami keluarkan, belum lagi delay block konfirmasinya yang sekarang jadi sangat lama, padahal tadinya tinggal satset depo, trade, wd, bikin buang2 waktu aja buat nungguinnya",1,negative,rupiah bidr alas fee delay blok konfirmasi tinggal satset depo trade wd bikin buang waktu nungguinnya
2706,288,Aplikasinya sih keren.. Cuma validasi datanya yg terlalu ribet.. Kirim data diri dan ktp lancar..giliran tes live gak diterima.. Mau buat apa ni data data KTP yg gagal padahal bnyk bgt yg gagal.. Agak mencurigakan.. Mending UNINSTAL aja lah cari yg laen..,1,negative,aplikasi sih keren validasi data ribet kirim data kartu tanda duduk lancar gilir tes live terima nih data data kartu tanda duduk gagal banget gagal curiga mending uninstal cari
2707,252,"Harus nya saldo berapapun, selama mencukupi untuk biaya nya bisa di tarik ke rekening / wallet, jangan mengendap di tokocrypto. Aset kecil mengendap, tidak bisa di apa apain....",1,negative,saldo biaya tarik rekening wallet endap tokocrypto aset endap
2708,2583,"Aplikasinya Simple dan LANCAR JAYA, Semoga rejeki sy di tokocrypto LANCAR... GOOD JOB... Sekarang ERROR....LOGIN KADALUARSA",3,negative,aplikasi simple lancar jaya moga rejeki tokocrypto lancar good job error login kadaluarsa
2709,1964,Isi deposit dari gopay lama. Chat live juga nggak ada,2,negative,isi deposit gopay chat live
2710,1288,"kenapa saat memasukkan data diri, pdahal sudah benar dan lengkap, sllu ""informasi kyc salah"" terus, tolong ini gmna",2,negative,data lengkap informasi kyc salah tolong
2711,744,Sdah email ke 4 yg daftar dan KYC msh lama sudah lapor juga masih blm ada tanggapan Entah gagal verifikasi lg apa ga Sudah 3 email gagal verifikasi masa yg ke 4 masih gagal terus Heran saya sama proses KYC nya Padahal produk dalam negri yang dibanggakan tp kualitas layanan nya tidak bisa bersaing,1,negative,email daftar kyc lapor tanggap gagal verifikasi email gagal verifikasi gagal heran proses kyc produk negeri bangga kualitas layan saing
2712,1206,"Ketika masuk test liveness selalu saja gagal, sudah berulang kali dicoba tetap gagal, mohon diperbaiki, selanjutnya akan saya kasih bintang 5 jika sudah diperbaiki",2,negative,tes liveness gagal ulang coba gagal kasih bintang
2713,2419,"Tiap beli pas harga mau naik pasti selalu lama tuntasnya, tpi ketika harga akan turun maka gercep banget tuntasnya",3,negative,beli pas harga tuntas harga turun gerak cepat banget tuntas
2714,1391,"SULIT verifikasi. Notif ""gagal dalam mengindentifikasi identitas, silahkan periksa kembali gambar anda"". padahal gambar udah di compress sampai di bawah 1 mb",2,negative,sulit verifikasi notifikasi gagal mengindentifikasi identitas sila periksa gambar gambar compress mb
2715,2333,"Saya sebagai pengguna baru, apk ini tidak terlalu buruk menurut saya...hanya konversinya segera di perbaiki saja sayang koin koin sisanya.",3,negative,buruk konversi sayang koin koin sisa
2716,990,"Saya berulang kali mencoba untuk login, tapi gagal terus karena sms verifikasi tidak saya terima. Saya sudah coba untuk kirim ulang, tapi tetep tidak ada sms masuk. Itu gimana ya?",1,negative,ulang coba login gagal sms verifikasi terima coba kirim ulang sms
2717,839,"Gimana si ni tokocrypto, abis diperbarui saya malah ga bisa masuk. Tulisannya ""tipe data salah"" Ga muncul apa2 di aplikasinya. Tolong dong!!",1,negative,sih nih tokocrypto habis tulis tipe data salah muncul aplikasi tolong
2718,1149,"Saya sangat kecewa karena masalah ""verifikasi anda ditolak"" membuat saya kesal karena terlalu ribet dan merepotkan. Ke gini aja lama sekali 😑 mending app lain simpel dan rumit ,Gak perlu panjang"" .",2,negative,kecewa verifikasi tolak kesal ribet repot mending app simpel rumit
2719,1221,Mohon konfirmasi... Setelah saya update kenapa aplikasi tokocrypto tidak bisa buka alias tidak ada respon...,2,negative,konfirmasi aplikasi tokocrypto buka alias respon
2720,1743,"Min kenapa pas mau di screenshot ga bisa ya?,Dulu kayak nya bisa di screenshot(SS)",2,negative,min pas screenshot kayak screenshot screenshoot
2721,2400,Tolong untuk proses registrasi dan verifikasinya dipercepat sebab udah seminggu masih belum selesai prosesnya,3,negative,tolong proses registrasi verifikasi cepat minggu selesai proses
2722,461,"Verifikasi data Gagal, sudah 3 kali foto Selfi tapi tetap Gagal. MENGECEWAKAN!!!! Jadwal ulang untuk Verifikasi juga gak ada yg kosong sampai bulan Juni!! Parah 👎 Waktunya pindah",1,negative,verifikasi data gagal foto swafoto gagal kecewa jadwal ulang verifikasi kosong juni parah waktu pindah
2723,1309,"Sampai kapan jaringan matic di perbaiki, saya deposit di matic belum masuk sampe sekarang, di bscscan sudah terkonfir succes",2,negative,jaring matic deposit matic bscscan terkonfir succes
2724,1435,"Kenapa setelah di update aplikasi, saya tidak dapat mengakses toko crypto dgn login user saya?",2,negative,aplikasi akses toko crypto login
2725,157,"Pengajuan KYC nya menyebalkan, gagal terus, alasanya macam2, bukan e KTP lah, bukan KTP asli lah, gambar blur lah.daftar di tempat lain lancar2 aja tuh, mungkin sistim anda yg jelek, coba di cek testi pengguna lain, hampir semua masalah nya sama seperti saya.",1,negative,aju kyc sebal gagal alasanya kartu tanda duduk kartu tanda duduk asli gambar blur daftar lancar sistim jelek coba cek testimoni
2726,1911,"Susah Verifikasi Data Diri, sudah sesuai masih ditolak",2,negative,susah verifikasi data sesuai tolak
2727,2359,Setelah di update di niatnya scroll malah memuat ulang Scroll atas bawah di market susah Dan convert small ballance kalau gak bisa ilangin aja,3,negative,niat scroll muat ulang scroll market susah convert small ballance hilang
2728,677,"Exchange aneh😂😂 udah hampir 7 hari ga ada kabar,sekalinya pas ke 8 hari malah di tolak👍 lebih baik indodax ,mantul verifikasi nya cepat (sangat rekomen)",1,negative,exchange aneh kabar pas tolak indodax mantap verifikasi cepat rekomen
2729,2848,Kenapa punya saya sudah di ganti bahasa indonesia tidak bisa yah,3,negative,ganti bahasa indonesia
2730,1872,Toko crypto saya tdk bisa di buka setelah di up date kenapa ya?,2,negative,toko crypto buka up date
2731,238,"Keren Aplikasi nya wd fee nya gak gede seperti yg sebelah, tapi kenapa setelah berganti hari app nya selalu logout & untuk login lagi selalu error / batas waktu habis -_- saya kasih bintang 1 dulu nanti kalau dapat hadiahnya baru jadi bintang 5.",1,negative,keren aplikasi wd fee gede belah ganti app logout login error batas waktu habis kasih bintang hadiah bintang
2732,2917,di tambah lagi dong koin cripto nya... dikit banget pilihannya,3,negative,koin cripto banget pilih
2733,1091,"Mohon agar dipercepat proses verifikasinya ,udah nunggu berhari2 masih blom terverifikasi ,gimana sih nih aplikasi ,kecewa saya karena lambatnya proses verifikasinya ini, kalau begini terus kapan saya bisa mainnya",2,negative,cepat proses verifikasi tunggu verifikasi sih nih aplikasi kecewa lambat proses verifikasi main
2734,2870,"Akun saya belum terverifikasi, Padahal ngajuinnya udah lama banget",3,negative,akun verifikasi ngajuinnya banget
2735,100,Kode google authenticator saya selalu salah. Tolong beritahu saya Bagaimana cara mengembalikan nya,1,negative,kode google authenticator salah tolong beritahu
2736,315,"verifikasi kyc lvl 1 aja gak selesai selesai dah 11 hari saya tunggu.. udah email sudah isi form gugle, udah chat di telegram alhamdulillah tidak selesai.. saya coba buat baru no ktp di bilang sudah terdaftar, tp nyatanya saya verifikasi aja belum selesai.. klo gitu yah sudah hapus aja mas/mbak data ktp saya sama pendaftaran saya.. saya udah capek mending saya pake aplikasi lain saja terima kasih..",1,negative,verifikasi kyc level selesai selesai tunggu email isi borang gugle chat telegram alhamdulillah selesai coba no kartu tanda duduk bilang daftar verifikasi selesai hapus mas mbak data kartu tanda duduk daftar cape mending pakai aplikasi terima kasih
2737,1023,"Gimana cara.nya untuk menjual susah amat selalu muncul ""insufficient BTC balance"" lewat bantuan chat tidak ada respon sama sekali.... Masih mudah pake indodax kalau untuk masalah jual dan beli.nya",2,negative,jual susah muncul insufficient btc balance bantu chat respon mudah pakai indodax jual beli
2738,2746,di hp mi note 2 saya sudah beberapa hari gk bisa di buka apk nya,3,negative,handphone mi note buka
2739,767,"Sangat di sayangkan, saya 5/6 hari sampe sekarang belum verfikasi. Pdhl udh kirim persyaratan, tapi sampe skrg blom di verfikasi, payah",1,negative,sayang verfikasi kirim syarat verfikasi payah
2740,1344,"Baru update app nya, tapi setelah update, sama sekali tidak bisa dibuka min.",2,negative,app buka min
2741,261,"Laporin aja ini aplikasi ke bappebti! Udah konversi saldo kecil gak bisa, selalu ada saldo yang tertinggal, gak bisa di jual 100% pula Gak bener ini aplikasi! Pindah aja ke aplikasi sebelah lebih nyaman!",1,negative,lapor aplikasi bappebti konversi saldo saldo tinggal jual aplikasi pindah aplikasi belah nyaman
2742,1451,"Awalan doang bagus lama-lama wd sering error deposit kagak masuk, sama aja kaya indodax",2,negative,doang bagus wd error deposit kayak indodax
2743,2834,Kenapa data tidak ada di Dukcapil. Aneh deh,3,negative,data dukcapil aneh deh
2744,195,"Halo, belakangan ini setelah update UI aplikasi sangat bermasalah terutama scroll pada pilihan market, scroll kebawah lancar tapi tidak bisa scroll keatas malah mentriger refresh.",1,negative,oi aplikasi utama scroll pilih market scroll lancar scroll mentriger refresh
2745,1775,Gak tau kenapa waktu isi identitas terakir selalu gagal (camera),2,negative,tau waktu isi identitas gagal camera
2746,2841,"Order jual/susah ,,, order susah d batalkan bikn kurang nya agak lag saat order",3,negative,order jual susah order susah batal bikn lag order
2747,1735,padahal ini anak perusahaan crypto terbesar tp proses verifikasi tidak praktis dan efisien.,2,negative,anak usaha crypto proses verifikasi praktis efisien
2748,179,"Kenapa verifikasi selalu gagal padahal sudah mengikuti semua step by step nya apalagi pas verifikasi wajah kenapa sulit banget, hasilnya rekam verifikasi wajh jadi buram padahal pas take nya gak ada kendala.. Tolong di follow up tQ",1,negative,verifikasi gagal step by step pas verifikasi wajah sulit banget hasil rekam verifikasi wajh buram pas take kendala tolong follow up terima kasih
2749,2922,"Minnn, kenapa saya ga bisa masuk masuk???? Kirim kode lewat sms ga pernah masuk",3,negative,minnn kirim kode sms
2750,340,"DEPOSIT crypto suka delay, problem solvingnya lama, masalah belom kelar udah minta feedback, giliran diprotes ga bisa kasih estimasi waktunya, csnya kurang pengetahuan crypto, ditanya mutar-muter cuma suruh nunggu teros, tapi ga ada progres! Sorry to say but jujurly review. Mengsedih pake ini app",1,negative,deposit crypto suka delay problem solvingnya selesai feedback gilir protes kasih estimasi waktu csnya crypto mutar puter suruh tunggu progres maaf to sayang but jujurly review mengsedih pakai app
